CIK,Reporting Type,Reporting Year,Counterparty,Notional Amount,Reference Entity/Obligation,Expiration Date,Appreciation/Depreciation,Upfront Payments Paid/Received,Buy/Sell Protection,Description,Fixed Rate,Spread,25% Recovery Rate,50% Recovery Rate,75% Recovery Rate
793769,N-CSR,17, ICE Group ,$(156)  000,Markit  CDX North America High Yield Index | Series 27 ,12/20/2021  ,$(8)  000,$(148)  000,Buy,NaN,(0.110,27,36,54,108
793769,N-CSR,17, ICE Group ,(14)  000,Markit  CDX North America Investment Grade Index | Series 26 ,06/20/2021  ,(1)  000,(13)  000,Buy,NaN,(0.120,26,34.6666666667,52,104
793769,N-CSR,17, HSBC Bank USA NA ,$(14)  000,Petroleo  Brasileiro SA Petrobras 8.380% due 12/10/2018 ,03/20/2020  ,$ 22 000,$ (36) 000,Buy,NaN,(0.140,8.38,11.1733333333,16.76,33.52
793769,N-CSR,17, JP Morgan Chase Bank NA ,(130)  000,Petroleo  Brasileiro SA Petrobras 8.380% due 12/10/2018 ,12/20/2019  ,107  000,(237)  000,Buy,NaN,(0.160,8.38,11.1733333333,16.76,33.52
793769,N-CSR,17, Barclays Bank plc ,$(139)  000,TESCO  plc 6.000% due 12/14/2029 ,12/20/2020  ,$345  000,$(484)  000,Buy,NaN,(0.210,6,8,12,24
793769,N-CSR,17, BNP Paribas SA ,22  000,Volkswagen  International Finance 5.380% due 05/22/2018 ,12/20/2017  ,63  000,(41)  000,Sell,NaN,(0.220,5.38,7.1733333333,10.76,21.52
793769,N-CSR,17, Citibank NA ,35  000,Volkswagen  International Finance 5.380% due 05/22/2018 ,03/20/2017  ,(59)  000,94  000,Buy,NaN,(0.260,5.38,7.1733333333,10.76,21.52
793769,N-CSR,17, Citibank NA ,102  000,"Goldman  Sachs Group, Inc. 5.950% due 01/18/2018 ",09/20/2020  ,71  000,31  000,Buy,NaN,(0.280,5.95,7.9333333333,11.9,23.8
793769,N-CSR,17, JP Morgan Chase Bank NA ,6  000,"Goldman  Sachs Group, Inc. 5.950% due 01/18/2018 ",06/20/2017  ,(9)  000,15  000,Buy,NaN,(0.290,5.95,7.9333333333,11.9,23.8
793769,N-CSR,17, Morgan Stanley Capital Services LLC ,(4)  000,Markit  CMBX North America AAA Indices ,12/13/2049  ,18  000,(22)  000,Buy,NaN,(0.290,NaN,#VALUE!,#VALUE!,#VALUE!
793769,N-CSR,17, Goldman Sachs International ,(134)  000,Markit  CMBX North America AAA Indicies ,01/17/2047  ,406  000,(539)  000,Buy,NaN,(0.320,NaN,#VALUE!,#VALUE!,#VALUE!
793769,N-CSR,17, Goldman Sachs International ,10  000,"MetLife,  Inc. 4.750% due 02/08/2021 ",06/20/2021  ,46  000,(36)  000,Buy,NaN,0.4,4.75,6.3333333333,9.5,19
793769,N-CSR,17, Deutsche Bank AG ,169  000,Morgan  Stanley & Co. LLC Senior Unsecured ,09/20/2018  ,(17)  000,186  000,Buy,NaN,0.71,NaN,#VALUE!,#VALUE!,#VALUE!
793769,N-CSR,17, BNP Paribas SA ,(11)  000,Petroleo  Brasileiro SA Petrobras 8.380% due 12/10/2018 ,06/20/2018  ,119  000,(130)  000,Buy,NaN,(0.170,8.38,11.1733333333,16.76,33.52
793769,N-CSR,17, Goldman Sachs International ,(25)  000,Petroleo  Brasileiro SA Petrobras 8.380% due 12/10/2018 ,12/20/2019  ,17  000,(42)  000,Buy,NaN,2.1,8.38,11.1733333333,16.76,33.52
793769,N-CSR,17, ICE Group ,$33  000,"MetLife,  Inc. 4.750% due 02/08/2021 ",12/20/2020  ,$ 1 000,$ 32 000,Buy,NaN,(0.460,4.75,6.3333333333,9.5,19
793769,N-CSR,17, ICE Group ,(3)  000,"MetLife,  Inc. 4.750% due 02/08/2021 ",12/20/2021  ,47  000,(50)  000,Buy,NaN,(0.170,4.75,6.3333333333,9.5,19
793769,N-CSR,17, ICE Group ,76  000,"Sprint  Communications, Inc. 7.000% due 08/15/2020 ",12/20/2019  ,2  000,74  000,Buy,NaN,0.055,7,9.3333333333,14,28
793769,N-CSR,17, ICE Group ,99  000,"Sprint  Communications, Inc. 8.380% due 08/15/2017 ",12/20/2019  ,2  000,97  000,Sell,NaN,0.17,8.38,11.1733333333,16.76,33.52
793769,N-CSR,17, Deutsche Bank AG ,$(3)  000,United  Mexican States 5.950% due 03/19/2019 ,06/20/2021  ,$ 2 000,$(5)  000,Sell,NaN,0.19,5.95,7.9333333333,11.9,23.8
793769,N-CSR,17, ICE Group ,$(71)  000,Markit  CDX North America High Yield Index Series 27 ,12/20/2021  ,$(4)  000,$(67)  000,Sell,NaN,(0.110,NaN,#VALUE!,#VALUE!,#VALUE!
793769,N-CSR,17, ICE Group ,(14)  000,Markit  CDX North America Investment Grade Index Series 26 ,06/20/2021  ,(1)  000,(13)  000,Sell,NaN,(0.120,NaN,#VALUE!,#VALUE!,#VALUE!
93284,N-CSRS,12, Barclays Capital Whirlpool Corp.,175, Barclays Capital Whirlpool Corp.,06/20/14,NaN,NaN,Sell,NaN,(0.140,NaN,#VALUE!,#VALUE!,#VALUE!
880943,N-Q,7,Deutsche Bank  AG,2110000,NaN,06/20/16,NaN,NaN,Buy,NaN,(0.160,NaN,#VALUE!,#VALUE!,#VALUE!
880943,N-Q,7,Goldman Sachs  International,1750000,NaN,09/20/08,NaN,NaN,Buy,NaN,(0.210,NaN,#VALUE!,#VALUE!,#VALUE!
880943,N-Q,7,Goldman Sachs  International,1875000,NaN,09/20/17,NaN,NaN,Buy,NaN,(0.220,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,JP Morgan Chase(a),1200000,NaN,3/11/2005,472,NaN,NaN,NaN,(0.260,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Bear Stearns(a),200000,NaN,3/17/2005,71,NaN,NaN,NaN,(0.280,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Morgan Stanley Capital Services(a),500000,NaN,12/20/2008,(181,NaN,NaN,NaN,(0.290,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Merrill Lynch Capital Services(a),200000,NaN,12/20/2008,659,NaN,NaN,NaN,(0.290,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,UBS AG(a),600000,NaN,12/20/2008,5564,NaN,NaN,NaN,(0.320,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Bear Stearns International Ltd.(a),100000,NaN,12/20/2008,(797,NaN,NaN,NaN,0.4,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,UBS AG(a),200000,NaN,12/20/2008,954,NaN,NaN,NaN,0.71,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Bear Stearns International Ltd.(a),200000,NaN,12/20/2008,875,NaN,NaN,NaN,(0.170,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Barclays Bank PLC(a),200000,NaN,12/20/2008,622,NaN,NaN,NaN,2.1,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,"Goldman Sachs Capital Markets, L.P.(a)",200000,NaN,12/20/2008,1192,NaN,NaN,NaN,(0.460,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Lehman Brothers(a),100000,NaN,12/20/2008,(124,NaN,NaN,NaN,(0.170,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Morgan Stanley Capital Services(a),200000,NaN,12/20/2008,634,NaN,NaN,NaN,1.4,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Bear Stearns International Ltd.(a),200000,NaN,12/20/2008,379,NaN,NaN,NaN,1.425,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Merrill Lynch Capital Services(a),300000,NaN,12/20/2008,3390,NaN,NaN,NaN,(5.050,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,"Bank of America, N.A.(a)",300000,NaN,12/20/2008,746,NaN,NaN,NaN,0.4,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Citigroup(a),400000,NaN,12/20/2008,(730,NaN,NaN,NaN,1.01,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Barclays Bank PLC(a),500000,NaN,12/20/2008,(416,NaN,NaN,NaN,2.3,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Morgan Stanley Capital Services(a),300000,NaN,12/20/2008,372,NaN,NaN,NaN,2.46,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Morgan Stanley Capital Services(a),200000,NaN,12/20/2008,165,NaN,NaN,NaN,2.75,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Citigroup(a),300000,NaN,12/20/2008,1070,NaN,NaN,NaN,6.85,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Merrill Lynch Capital Services(a),100000,NaN,12/20/2008,,NaN,NaN,NaN,0.66,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Bear Stearns International Ltd.(a),4800000,NaN,6/20/2005,"(1,199",NaN,NaN,NaN,0.72,NaN,#VALUE!,#VALUE!,#VALUE!
890339,N-CSR,4,Bear Stearns International Ltd.(a),4800000,NaN,6/20/2005,9137,NaN,NaN,NaN,0.75,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Morgan Stanley  ,"(142,000,000", Cme: (cdx.na.hy.27.v1),12/20/2021,NaN,NaN,NaN,NaN,0.8,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Morgan Stanley        ,"(150,000,000"," Markit CDX North America Investment Grade Index, Series 27",12/20/2021,NaN,NaN,NaN,NaN,1.55,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Credit Suisse        ,"(1,500,000"," Markit CDX Emerging Markets Index, Series 26",12/20/2021,NaN,3000,NaN,NaN,3.05,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Credit Suisse        ,"(1,000,000"," Markit CDX Emerging Markets Index, Series 26",12/20/2021,NaN,2000,NaN,NaN,3.4,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Credit Suisse        ,"(2,000,000"," Markit CDX Emerging Markets Index, Series 26",12/20/2021,NaN,4000,NaN,NaN,3.8,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Credit Suisse        ,"(1,000,000"," Markit CDX Emerging Markets Index, Series 26",12/20/2021,NaN,2000,NaN,NaN,(5.000,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Credit Suisse        ,"(1,000,000"," Markit CDX Emerging Markets Index, Series 26",12/20/2021,NaN,2000,NaN,NaN,5.35,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Credit Suisse        ,"(1,500,000"," Markit CDX Emerging Markets Index, Series 26",12/20/2021,NaN,3000,NaN,NaN,(0.390,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Credit Suisse        ,"(16,000,000"," Markit CDX Emerging Markets Index, Series 26",12/20/2021,NaN,"(3,134",NaN,NaN,1.4,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, JPMorgan        ,"(2,000,000"," Markit CDX Emerging Markets Index, Series 26",12/20/2021,NaN,4000,NaN,NaN,1.425,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Barclays  ,"(48,500,000", Cds: (cdx.em.26.v1),12/20/2021,NaN,97000,NaN,NaN,(5.050,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Barclays        ,"(16,000,000"," Markit CDX Emerging Markets Index, Series 26",12/20/2021,NaN,"(20,733",NaN,NaN,0.4,NaN,#VALUE!,#VALUE!,#VALUE!
773757,N-CSR,17, Credit Suisse        ,"(1,500,000"," Markit CDX Emerging Markets Index, Series 26",12/20/2021,NaN,3000,NaN,NaN,1.01,NaN,#VALUE!,#VALUE!,#VALUE!
809821,N-CSRS,14,ICE,4950000,NaN,6/20/19,"(65,069)",NaN,NaN,NaN,2.3,NaN,#VALUE!,#VALUE!,#VALUE!
817982,N-CSRS,9,Morgan Stanley & Co. International Ltd.   ,10000,Republic of Austria ,3/20/14,NaN,NaN,NaN,NaN,2.46,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,Barclays,19600,CDX Emerging Markets Index,12/20/21,NaN,NaN,NaN,NaN,2.75,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,Morgan Stanley,41000,CDX NA High Yield Index,12/20/21,NaN,NaN,NaN,NaN,6.85,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,Bank of America,22000,CDX Emerging Markets Index,12/20/21,NaN,NaN,NaN,NaN,0.66,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,Bank of America,17300,CDX NA High Yield Index,12/20/21,NaN,NaN,NaN,NaN,0.72,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.75,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.55,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.05,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,Goldman Sachs,10773,Markit IOS Index,01/12/41,NaN,NaN,NaN,NaN,3.8,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,Goldman Sachs,16257,Markit IOS Index,01/12/45,NaN,NaN,NaN,NaN,(5.000,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,Goldman Sachs,29483,Markit IOS Index,01/12/45,NaN,NaN,NaN,NaN,5.35,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,Bank of America,62700,CDX Emerging Markets Index,12/20/21,NaN,NaN,NaN,NaN,(0.390,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,Bank of America,154600,CDX NA High Yield Index,12/20/21,NaN,NaN,NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
351601,N-CSR,17,Bank of America,67500,CDX NA High Yield Index,12/20/21,NaN,NaN,NaN,NaN,1.7,NaN,#VALUE!,#VALUE!,#VALUE!
932843,N-Q,9,"Bank of America, N.A. Sealed Air Corp.",40,"Bank of America, N.A. Sealed Air Corp.","March 20, 2018",NaN,NaN,NaN,NaN,0.91,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,Bank of America,3475,First Data   Corp.,12/20/2009,"(142,696",NaN,NaN,NaN,0.99,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,Bank of America,10605,Rite Aid,6/20/2008,"(142,620",NaN,NaN,NaN,(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,"Citigroup, Inc.",6950,First Data   Corp.,12/20/2009,"(332,960",NaN,NaN,NaN,(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,"Citigroup, Inc.",6950,First Data   Corp.,12/20/2009,"(297,460",NaN,NaN,NaN,(0.550)%,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,Goldman Sachs Capital Markets L.P.,3400,General Motors   Corp.,9/20/2010,"(20,577",NaN,NaN,NaN,(0.850)%,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,JPMorgan Chase Bank,3500,AMD   Series B,12/20/2012,"(304,660",NaN,NaN,NaN,(3.350),NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,JPMorgan Chase Bank,3500,AMD   Series C,12/20/2012,"(316,016",NaN,NaN,NaN,(1.050)%,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,JPMorgan Chase Bank,6800,Ford Motor   Corp.,9/20/2008,52658,NaN,NaN,NaN,(0.580)%,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,"Lehman Brothers, Inc.",7040,Ford Motor   Corp.,12/20/2009,5552,NaN,NaN,NaN,(1.000)%,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,"Lehman Brothers, Inc.",7110,Ford Motor   Corp.,3/20/2010,"(46,193",NaN,NaN,NaN,(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,"Lehman Brothers, Inc.",14100,Ford Motor   Corp. Series C,12/20/2008,"(24,446",NaN,NaN,NaN,(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
74663,N-Q,8,"Lehman Brothers, Inc.",10200,General Motors   Corp.,9/20/2008,141058,NaN,NaN,NaN,(0.550)%,NaN,#VALUE!,#VALUE!,#VALUE!
895430,N-Q,15,NaN,49933000,CDX.NA.IG.23,12/20/19,64447,NaN,NaN,NaN,(0.850)%,NaN,#VALUE!,#VALUE!,#VALUE!
747677,N-CSRS,15,NaN,1350000," Sprint Communications, Inc., 6.0%, 12/1/2016, B+ ", 6/20/2013 9/20/2018 ,43537,54377,NaN,NaN,(3.350),6,8,12,24
747677,N-CSRS,15,NaN,1410000," Community Health Systems, Inc., 8.0%, 11/15/2019, B  ", 9/20/2014 12/20/2019 ,60841,88119,NaN,NaN,(1.050)%,8,10.6666666667,16,32
747677,N-CSRS,15,NaN,740000," General Motors Corp., 6.25%, 10/2/2043, BBB  ", 12/22/2014 3/20/2020 ,17518,115140,NaN,NaN,(0.580)%,6.25,8.3333333333,12.5,25
747677,N-CSRS,15,NaN,520000," CCO Holdings LLC, 7.25%, 10/30/2017, BB  ", 3/20/2015 6/20/2020 ,1775,51371,NaN,NaN,(1.000)%,7.25,9.6666666667,14.5,29
927972,N-Q,7,NaN,"1,250,000   USD",NaN,12/20/2009,NaN,NaN,Buy,"Agreement   with Barclays Bank PLC, dated 12/15/05 to pay 0.55% times the notional   amount. The Fund receives payment only upon a default event of Cox   Communications, Inc. Note.",(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"6,000,000   USD",NaN,3/20/2011,NaN,NaN,Buy,"Agreement   with Bank of America, dated 1/9/06 to pay 0.14% times the notional amount.   The Fund receives payment only upon a default event of Citigroup, Inc.",(0.850)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"6,000,000   USD",NaN,3/20/2011,NaN,NaN,Buy,"Agreement   with Goldman Sachs, dated 1/9/06 to pay 0.34% times the notional amount. The   Fund receives payment only upon a default event of Washington Mutual, Inc.   Senior Unsecured Note.",(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"6,000,000   USD",NaN,3/20/2011,NaN,NaN,Buy,"Agreement   with Bank of America, dated 1/10/06 to pay 0.12% times the notional amount.   The Fund receives payment only upon a default event of Wells Fargo & Co.   Note.",(0.550)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"6,000,000   USD",NaN,3/20/2011,NaN,NaN,Buy,"Agreement   with Goldman Sachs, dated 1/10/06 to pay 0.14% times the notional amount. The   Fund receives payment only upon a default event of Bank of America Corp.   Senior Note.",(3.350)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"6,000,000   USD",NaN,3/20/2011,NaN,NaN,Buy,"Agreement   with Barclays Bank PLC, dated 1/10/06 to pay 0.23% times the notional amount.   The Fund receives payment only upon a default event of JP Morgan Senior Note.",(1.050)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"6,000,000   USD",NaN,3/20/2011,NaN,NaN,Buy,"Agreement   with Bank of America, dated 1/11/06 to pay 0.13% times the notional amount.   The Fund receives payment only upon a default event of Wachovia Corp. Senior   Note.",(1.000)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"18,000,000   USD",NaN,10/12/2052,NaN,NaN,Buy,"Agreement   with Goldman Sachs, dated 3/21/06 to pay 0.35% times the notional amount. The   Fund receives payment only upon a default event of Lehman Brothers CMBX Index   NA.A.1.",(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"1,350,000   USD",NaN,6/20/2013,NaN,NaN,Buy,"Agreement   with Bank of America, dated 5/26/06, to pay 1.03% times the notional amount.   The Fund receives payment only upon a default event of Belo Corp.",(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN," 1,250,000   USD ",NaN, 12/20/2009 ,NaN,NaN,Buy," Agreement   with Barclays Bank PLC, dated 12/15/05 to pay 0.55% times the notional   amount. The Fund receives payment only upon a default event of Cox   Communications, Inc. Note. ",(0.550)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN," 6,000,000   USD ",NaN, 3/20/2011 ,NaN,NaN,Buy," Agreement   with Bank of America, dated 1/9/06 to pay 0.14% times the notional amount.   The Fund receives payment only upon a default event of Citigroup, Inc. ",(0.850)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN," 6,000,000   USD ",NaN, 3/20/2011 ,NaN,NaN,Buy," Agreement   with Goldman Sachs, dated 1/9/06 to pay 0.34% times the notional amount. The   Fund receives payment only upon a default event of Washington Mutual, Inc.   Senior Unsecured Note. ",(3.350)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN," 6,000,000   USD ",NaN, 3/20/2011 ,NaN,NaN,Buy," Agreement   with Bank of America, dated 1/10/06 to pay 0.12% times the notional amount.   The Fund receives payment only upon a default event of Wells Fargo & Co.   Note. ",(0.580)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN," 6,000,000   USD ",NaN, 3/20/2011 ,NaN,NaN,Buy," Agreement   with Goldman Sachs, dated 1/10/06 to pay 0.14% times the notional amount. The   Fund receives payment only upon a default event of Bank of America Corp.   Senior Note. ",(1.050)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN," 6,000,000   USD ",NaN, 3/20/2011 ,NaN,NaN,Buy," Agreement   with Barclays Bank PLC, dated 1/10/06 to pay 0.23% times the notional amount.   The Fund receives payment only upon a default event of JP Morgan Senior Note. ",(1.000)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN," 6,000,000   USD ",NaN, 3/20/2011 ,NaN,NaN,Buy," Agreement   with Bank of America, dated 1/11/06 to pay 0.13% times the notional amount.   The Fund receives payment only upon a default event of Wachovia Corp. Senior   Note. ",(1.050)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN," 18,000,000   USD ",NaN, 10/12/2052 ,NaN,NaN,Buy," Agreement   with Goldman Sachs, dated 3/21/06 to pay 0.35% times the notional amount. The   Fund receives payment only upon a default event of Lehman Brothers CMBX Index   NA.A.1. ",(0.580)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN," 1,350,000   USD ",NaN, 6/20/2013 ,NaN,NaN,Buy," Agreement   with Bank of America, dated 5/26/06, to pay 1.03% times the notional amount.   The Fund receives payment only upon a default event of Belo Corp. ",(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"350,000 USD",NaN,8/20/2015,"(46,908",NaN,Buy,"Agreement   with Morgan Stanley, dated 7/29/05 to pay 3.70% times the notional amount.   The Fund receives payment only upon a default event of Republic of Colombia   Bond.",(0.550)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"920,000 USD",NaN,3/24/2013,"(11,528",NaN,Buy,"Agreement   with Morgan Stanley, dated 5/4/06 to pay 1.30% times the notional amount. The   Fund receives payment only upon a default event of Morgan Stanley Short Bond.",(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"350,000 USD",NaN,9/20/2011,17339,NaN,Buy,"Agreement   with UBS Investment Bank, dated 6/29/06 to pay 2.30% times the notional   amount. The Fund receives payment only upon a default event of UBS Short   Bond.",(0.850)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"47,000 USD",NaN,8/20/2011,1013,NaN,Buy,"Agreement   with JP Morgan Chase, dated 7/31/06 to pay 1.92% times the notional amount.   The Fund receives payment only upon a default event of JP Morgan Chase Short   Bond.",(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"150,000 USD",NaN,11/20/2015,"(8,951",NaN,Buy,"Agreement   with Morgan Stanley, dated 8/16/06 to pay 3.48% times the notional amount.   The Fund receives payment only upon a default event of Venezuela Long Bond.",(0.550)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"525,000 USD",NaN,5/20/2010,"(13,639",NaN,Buy,"Agreement   with Morgan Stanley, dated 8/16/06 to pay 2.20% times the notional amount.   The Fund receives payment only upon a default event of Venezuela Long Bond.",(3.350)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"10,600,000   INR",NaN,6/27/2011,5831,NaN,Buy,"Agreement   with Deutsche Bank Capital Corp., dated 6/26/06 to pay the notional amount   multiplied by 7.175% and to receive protection on Indian Rupees.",(1.050)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"1,270,000   BRL",NaN,1/4/2010,11846,NaN,Sell,"Agreement   with J. Aron & Co., dated 8/02/06 to receive the notional amount   multiplied by 14.89% and to pay the notional amount multiplied by the   BRR-CDI-Compounded Index.",(1.000)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"145,000 USD",NaN,11/20/2016,2779,NaN,Buy,"Agreement   with Morgan Stanley & Co., dated 11/3/06 to pay 2.75% times notional   amount. The Fund receives payment only upon a default event of Turkey Bond.",(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"390,000 USD",NaN,11/20/2009,"(1,832",NaN,Buy,"Agreement   with Citigroup, dated 11/16/06 to pay 1.08% times the notional amount. The   Fund receives payment only upon a default event of Ukraine Bond.",(2.150)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"210,000 USD",NaN,12/20/2008,"(6,622",NaN,Buy,"Agreement   with Deutsche Bank, dated 11/22/06 to pay 3.65% times the notional amount.   The Fund receives payment only upon a default event of Ford Motor Co.",(0.550)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"260,000 USD",NaN,12/20/2016,11025,NaN,Sell,"Agreement   with Deutsche Bank, dated 11/22/06 to receive 6.00% times the notional   amount. The Fund makes payment only upon a default event of Ford Motor Co.",(0.850)%,NaN,#VALUE!,#VALUE!,#VALUE!
927972,N-Q,7,NaN,"210,000 USD",NaN,12/20/2008,"(4,238",NaN,Sell,"Agreement   with Deutsche Bank, dated 11/22/06 to pay 2.55% times the notional amount.   The Fund receives payment only upon a default event of General Motors.",(3.350)%,NaN,#VALUE!,#VALUE!,#VALUE!
1003239,N-CSR,15, Goldman Sachs International,45000," Darden Resturants, Inc. 6.20% due 10/15/2017", 12/20/19," (1,715",1494,Sell,NaN,(0.580)%,6.2,8.2666666667,12.4,24.8
1003239,N-CSR,15, Goldman Sachs International,75000, Russian Federation 7.50% due 03/31/2030, 12/20/19," (5,889",15381,Sell,NaN,(1.050)%,7.5,10,15,30
